"VESTIGINGSNAAM";"GEMEENTENAAM";"DENOMINATIE";"totaal.leerlingen";"percentage.vmbo";"percentage.havo";"percentage.vwo";"geslaagd.vmbo";"cijfer.vmbo";"geslaagd.havo";"cijfer.havo";"geslaagd.vwo";"cijfer.vwo";"percentage.zittenblijvers";"percentage.opstromers"
"Scholengemeenschap Helinium";"HELLEVOETSLUIS";"Openbaar";1031;"35.5965082444229";"30.6498545101843";"33.7536372453928";"98.7421383647799";"6.61698113207547";"94.0298507462687";"6.58955223880597";"98.1481481481482";"6.75555555555556";"5.42582417582418";"1.71703296703297"
"Comenius College Krimpen";"KRIMPEN AAN DEN IJSSEL";"Protestants-Christelijk";147;"48.2993197278912";"51.7006802721088";"0";"100";"6.69";"-";"-";"-";"-";"4.52261306532663";"8.5427135678392"
"Krimpenerwaard College";"KRIMPEN AAN DEN IJSSEL";"Algemeen bijzonder";783;"30.6513409961686";"38.058748403576";"31.2899106002554";"100";"6.66744186046512";"96.2962962962963";"6.60864197530864";"95.8333333333333";"6.69583333333333";"7.92253521126761";"10.9154929577465"
"CSG Willem De Zwijger";"KRIMPENERWAARD";"Protestants-Christelijk";654;"19.5718654434251";"37.7675840978593";"42.6605504587156";"93.1818181818182";"6.37840909090909";"88.7323943661972";"6.63802816901408";"100";"6.69166666666667";"3.37972166998012";"9.44333996023857"
"Driestar College";"KRIMPENERWAARD";"Reformatorisch";290;"41.7241379310345";"42.4137931034483";"15.8620689655172";"92.7710843373494";"6.67590361445783";"-";"-";"-";"-";"0.934579439252336";"3.73831775700935"
"Gemini Lekkerkerk";"KRIMPENERWAARD";"Openbaar";351;"88.6039886039886";"11.3960113960114";"0";"93.2960893854749";"6.47541899441341";"-";"-";"-";"-";"5.23076923076923";"10.3076923076923"
"Het Schoonhovens College";"KRIMPENERWAARD";"Openbaar";661;"31.3161875945537";"32.2239031770045";"36.4599092284418";"98.6301369863014";"6.51232876712329";"94.2528735632184";"6.55057471264368";"95.1219512195122";"6.70975609756098";"5.12540894220284";"3.70774263904035"
"Het Schoonhovens College, Vlisterweg";"KRIMPENERWAARD";"Openbaar";215;"100";"0";"0";"98.4126984126984";"6.78412698412698";"-";"-";"-";"-";"1.0351966873706";"0.62111801242236"
"Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo";"LANSINGERLAND";"Protestants-Christelijk";476;"44.1176470588235";"55.8823529411765";"0";"97.9591836734694";"6.63265306122449";"95.4545454545455";"6.78181818181818";"-";"-";"4.5662100456621";"10.5022831050228"
"Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo";"LANSINGERLAND";"Protestants-Christelijk";231;"100";"0";"0";"96.8553459119497";"6.57861635220126";"-";"-";"-";"-";"1.84162062615101";"3.13075506445672"
"Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo";"LANSINGERLAND";"Protestants-Christelijk";945;"0";"34.7089947089947";"65.2910052910053";"-";"-";"98.780487804878";"6.62317073170732";"93.75";"6.8203125";"4.85629335976214";"0.396432111000991"
"Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo";"LANSINGERLAND";"Protestants-Christelijk";373;"100";"0";"0";"94.3298969072165";"6.71340206185567";"-";"-";"-";"-";"1.93740685543964";"5.21609538002981"
"Sg Wolfert van Borselen";"LANSINGERLAND";"Openbaar";853;"0";"41.852286049238";"58.147713950762";"-";"-";"76.9230769230769";"6.34769230769231";"93.0555555555556";"6.70138888888889";"4.81171548117155";"0.418410041841004"
"Wolfert PRO";"LANSINGERLAND";"Openbaar";106;"100";"0";"0";"97.979797979798";"6.49494949494949";"-";"-";"-";"-";"6.2874251497006";"0.598802395209581"
"Lentiz locatie Revius";"MAASSLUIS";"Samenwerking PC, RK";512;"0.1953125";"50.1953125";"49.609375";"-";"-";"87.5";"6.59431818181818";"93.8775510204082";"6.66938775510204";"5.15970515970516";"17.0761670761671"
"Lentiz Maassluis";"MAASSLUIS";"Overige";106;"100";"0";"0";"96.6666666666667";"6.63666666666667";"-";"-";"-";"-";"-";"-"
"Charles de Foucauld";"NISSEWAARD";"Samenwerking PC, RK, Alg. Bijz";303;"100";"0";"0";"91.6666666666667";"6.54642857142857";"-";"-";"-";"-";"1.8348623853211";"1.8348623853211"
"De Ring van Putten";"NISSEWAARD";"Openbaar";1048;"28.6259541984733";"39.5038167938931";"31.8702290076336";"95.4545454545455";"6.55227272727273";"88.8059701492537";"6.50820895522388";"86.7924528301887";"6.64339622641509";"7.32574679943101";"8.17923186344239"
"MY college";"NISSEWAARD";"Openbaar";220;"100";"0";"0";"100";"6.755";"-";"-";"-";"-";"8.88888888888889";"2.22222222222222"
"PENTA college";"NISSEWAARD";"Protestants-Christelijk";570;"0";"7.01754385964912";"92.9824561403509";"-";"-";"-";"-";"90.1408450704225";"6.6056338028169";"9.48795180722892";"0"
"PENTA College Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. De Oude Maas";"NISSEWAARD";"Protestants-Christelijk";557;"100";"0";"0";"97.7272727272727";"6.57";"-";"-";"-";"-";"4.63576158940397";"3.20088300220751"
"PENTA Scala Rietvelden";"NISSEWAARD";"Protestants-Christelijk";829;"25.8142340168878";"74.1857659831122";"0";"90.2654867256637";"6.45575221238938";"94.5205479452055";"6.6472602739726";"-";"-";"10.0831600831601";"1.45530145530146"
"Farelcollege";"RIDDERKERK";"Protestants-Christelijk";1279;"46.989835809226";"30.4143862392494";"22.5957779515246";"93.5114503816794";"6.46832061068702";"87.3563218390805";"6.41264367816092";"81.3559322033898";"6.62033898305085";"5.4380664652568";"3.62537764350453"
"Gemini College";"RIDDERKERK";"Openbaar";413;"48.6682808716707";"29.2978208232446";"22.0338983050847";"95.9349593495935";"6.70243902439024";"71.6981132075472";"6.40377358490566";"90";"6.655";"4.9136786188579";"2.52324037184595"
"Avicenna College, loc. Schere";"ROTTERDAM";"Islamitisch";642;"63.0841121495327";"23.6760124610592";"13.2398753894081";"90.4761904761905";"6.4547619047619";"82.6086956521739";"6.44782608695652";"57.8947368421053";"6.4421052631579";"4.36893203883495";"3.15533980582524"
"Calvijn Juliana";"ROTTERDAM";"Protestants-Christelijk";201;"100";"0";"0";"97.8947368421053";"6.64947368421053";"-";"-";"-";"-";"2.66990291262136";"1.69902912621359"
"Calvijn Lombardijen";"ROTTERDAM";"Protestants-Christelijk";156;"100";"0";"0";"77.6470588235294";"6.30705882352941";"-";"-";"-";"-";"5.17241379310345";"4.02298850574713"
"Calvijn Maarten Luther";"ROTTERDAM";"Protestants-Christelijk";580;"24.1379310344828";"75.8620689655172";"0";"82.6086956521739";"6.20434782608696";"64";"6.6";"-";"-";"9.44444444444444";"9.72222222222222"
"Calvijn Meerpaal";"ROTTERDAM";"Protestants-Christelijk";298;"100";"0";"0";"90.1960784313726";"6.59411764705882";"-";"-";"-";"-";"14.2595978062157";"0.914076782449726"
"Calvijn Vreewijk";"ROTTERDAM";"Protestants-Christelijk";725;"0";"3.31034482758621";"96.6896551724138";"-";"-";"63.6363636363636";"6.39204545454545";"65.7894736842105";"6.41973684210526";"10.9440267335004";"9.35672514619883"
"Carré College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";174;"100";"0";"0";"98.7012987012987";"6.51428571428571";"-";"-";"-";"-";"18.8470066518847";"0.443458980044346"
"Comenius College Rotterdam";"ROTTERDAM";"Protestants-Christelijk";215;"70.2325581395349";"29.7674418604651";"0";"92.8571428571429";"6.44285714285714";"-";"-";"-";"-";"4.86322188449848";"6.38297872340426"
"Cosmicus College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";264;"0";"66.6666666666667";"33.3333333333333";"-";"-";"80";"6.30666666666667";"76.1904761904762";"6.43809523809524";"9.40366972477064";"1.60550458715596"
"De Passie";"ROTTERDAM";"Evangelisch";588;"23.6394557823129";"38.6054421768707";"37.7551020408163";"90.4761904761905";"6.57619047619048";"95.2380952380952";"6.46428571428571";"100";"6.83333333333333";"7.19874804381847";"3.28638497652582"
"De Swaef";"ROTTERDAM";"Reformatorisch";339;"100";"0";"0";"99.3827160493827";"6.69567901234568";"-";"-";"-";"-";"3.52220520673813";"1.22511485451761"
"De Toorop";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";416;"100";"0";"0";"95.2380952380952";"6.52285714285714";"-";"-";"-";"-";"2.94840294840295";"7.61670761670762"
"De Waal, YBS";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";164;"100";"0";"0";"93.5483870967742";"6.59032258064516";"-";"-";"-";"-";"2.51046025104602";"0.418410041841004"
"Einstein Lyceum";"ROTTERDAM";"Openbaar";273;"42.8571428571429";"33.3333333333333";"23.8095238095238";"100";"6.50434782608696";"91.6666666666667";"6.52777777777778";"85.7142857142857";"6.41428571428571";"9.23824959481361";"13.128038897893"
"Emmauscollege";"ROTTERDAM";"Rooms-Katholiek";1372;"0";"43.8046647230321";"56.1953352769679";"-";"-";"88.1987577639752";"6.53788819875776";"87.248322147651";"6.70604026845638";"6.07831677381648";"1.05201636469901"
"Erasmianum Gem Gymnasium";"ROTTERDAM";"Openbaar";1110;"0";"0";"100";"-";"-";"-";"-";"97.5247524752475";"6.84851485148515";"3.48343245539507";"0"
"G.K.H.";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";161;"100";"0";"0";"86.5384615384615";"6.32692307692308";"-";"-";"-";"-";"4.36681222707424";"4.36681222707424"
"Geref SGM Randstad";"ROTTERDAM";"Gereformeerd";913;"20.0438116100767";"33.7349397590361";"46.2212486308872";"93.9393939393939";"6.7469696969697";"94.8717948717949";"6.55";"92.4050632911392";"6.9";"5.09666080843585";"2.72407732864675"
"Grafisch Lyceum R'dam";"ROTTERDAM";"Algemeen bijzonder";235;"100";"0";"0";"97.3214285714286";"6.6875";"-";"-";"-";"-";"3.2719836400818";"0.613496932515337"
"Guido de Brès";"ROTTERDAM";"Reformatorisch";1576;"13.7055837563452";"46.7005076142132";"39.5939086294416";"91.5492957746479";"6.55915492957746";"88.7323943661972";"6.63286384976526";"97.8723404255319";"6.95851063829787";"4.95356037151703";"0.928792569659443"
"Havo muziek en dans";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";98;"0";"62.2448979591837";"37.7551020408163";"-";"-";"100";"6.55238095238095";"100";"6.83333333333333";"8.21256038647343";"0.966183574879227"
"Het Lyceum Rotterdam";"ROTTERDAM";"Rooms-Katholiek";324;"0";"43.5185185185185";"56.4814814814815";"-";"-";"94.3396226415094";"6.64339622641509";"96.875";"7.028125";"7.76119402985075";"0.447761194029851"
"Horeca Vakschool";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";133;"100";"0";"0";"92.1875";"6.6";"-";"-";"-";"-";"1.63265306122449";"8.16326530612245"
"Laurens Lyceum";"ROTTERDAM";"Rooms-Katholiek";899;"0";"52.9477196885428";"47.0522803114572";"-";"-";"83.6065573770492";"6.35573770491803";"67.5";"6.37";"8.18713450292398";"0.467836257309942"
"Lucia Petrus MAVO";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";316;"100";"0";"0";"85.3211009174312";"6.37798165137615";"-";"-";"-";"-";"11.6104868913858";"5.99250936329588"
"Marnix Gymnasium";"ROTTERDAM";"Protestants-Christelijk";594;"0";"0";"100";"-";"-";"-";"-";"97.5609756097561";"6.91341463414634";"6.38297872340426";"0"
"Melanchthon";"ROTTERDAM";"Protestants-Christelijk";994;"0";"52.6156941649899";"47.3843058350101";"-";"-";"85.4838709677419";"6.51048387096774";"96.1038961038961";"6.76753246753247";"6.43611911623439";"3.07396733909702"
"Melanchthon Kralingen";"ROTTERDAM";"Protestants-Christelijk";274;"100";"0";"0";"95.5555555555556";"6.46222222222222";"-";"-";"-";"-";"0.526315789473684";"4.73684210526316"
"Melanchthon Mathenesse";"ROTTERDAM";"Protestants-Christelijk";207;"100";"0";"0";"95.8762886597938";"6.48556701030928";"-";"-";"-";"-";"4.27807486631016";"1.06951871657754"
"Melanchthon Mavo Schiebroek";"ROTTERDAM";"Protestants-Christelijk";316;"100";"0";"0";"92.6829268292683";"6.62926829268293";"-";"-";"-";"-";"7.76119402985075";"6.86567164179105"
"Melanchthon Wilgenplaslaan";"ROTTERDAM";"Protestants-Christelijk";204;"100";"0";"0";"98.780487804878";"6.59634146341463";"-";"-";"-";"-";"4.6448087431694";"2.18579234972678"
"Montessori Lyceum Rotterdam";"ROTTERDAM";"Algemeen bijzonder";928;"0";"25.9698275862069";"74.0301724137931";"-";"-";"80.2469135802469";"6.37654320987654";"94.1860465116279";"6.70348837209302";"6.86868686868687";"0.505050505050505"
"Montfort College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";582;"38.3161512027491";"43.8144329896907";"17.8694158075601";"84.6153846153846";"6.37384615384615";"77.5";"6.1975";"57.8947368421053";"6.24736842105263";"6.17696160267112";"9.18196994991653"
"Noordrand College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";135;"100";"0";"0";"93.6507936507936";"6.7047619047619";"-";"-";"-";"-";"2.40384615384615";"1.92307692307692"
"Nova College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";121;"100";"0";"0";"96.969696969697";"6.6530303030303";"-";"-";"-";"-";"1.68776371308017";"1.68776371308017"
"osg Hugo de Groot";"ROTTERDAM";"Openbaar";338;"35.5029585798817";"38.7573964497041";"25.7396449704142";"91.5254237288136";"6.53389830508475";"91.304347826087";"6.51521739130435";"65.2173913043478";"6.20434782608696";"7.96324655436447";"14.3950995405819"
"OSG Libanon Lyceum";"ROTTERDAM";"Openbaar";751;"18.9081225033289";"29.693741677763";"51.3981358189081";"95.5882352941177";"6.62647058823529";"87.6190476190476";"6.42190476190476";"92.9824561403509";"6.66754385964912";"10.8923884514436";"3.41207349081365"
"Palmentuin";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";140;"100";"0";"0";"91.2280701754386";"6.45964912280702";"-";"-";"-";"-";"4.70588235294118";"14.9019607843137"
"PENTA Godfried Richter";"ROTTERDAM";"Protestants-Christelijk";112;"91.0714285714286";"8.92857142857143";"0";"94.5945945945946";"6.58108108108108";"-";"-";"-";"-";"2.16216216216216";"1.62162162162162"
"PENTA Hoogvliet";"ROTTERDAM";"Protestants-Christelijk";296;"100";"0";"0";"96.1538461538462";"6.63846153846154";"-";"-";"-";"-";"0.911161731207289";"2.73348519362187"
"Revius";"ROTTERDAM";"Reformatorisch";525;"11.047619047619";"50.0952380952381";"38.8571428571429";"100";"6.67272727272727";"97.2222222222222";"6.6875";"94.4444444444444";"6.82222222222222";"2.17096336499322";"1.35685210312076"
"Roncalli MAVO";"ROTTERDAM";"Rooms-Katholiek";552;"100";"0";"0";"79.8913043478261";"6.31413043478261";"-";"-";"-";"-";"9.26517571884984";"4.63258785942492"
"Rudolf Steiner College";"ROTTERDAM";"Antroposofisch";569;"34.9736379613357";"49.3848857644991";"15.6414762741652";"98.2758620689655";"6.58793103448276";"84.2696629213483";"6.44269662921348";"82.7586206896552";"6.60344827586207";"5.38461538461539";"6.92307692307692"
"Scheepvaart en Transport College";"ROTTERDAM";"Algemeen bijzonder";5;"100";"0";"0";"100";"6";"-";"-";"-";"-";"2.39520958083832";"0.29940119760479"
"Scheepvaart en Transport College";"ROTTERDAM";"Algemeen bijzonder";358;"100";"0";"0";"91.743119266055";"6.41559633027523";"-";"-";"-";"-";"5.80046403712297";"0"
"Scheepvaart en Transport College";"ROTTERDAM";"Algemeen bijzonder";306;"100";"0";"0";"96.25";"6.6";"-";"-";"-";"-";"-";"-"
"Slinge";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";96;"100";"0";"0";"88";"6.61";"-";"-";"-";"-";"3.80434782608696";"0.543478260869565"
"Theater havo/vwo";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";229;"0";"59.3886462882096";"40.6113537117904";"-";"-";"90.4109589041096";"6.63424657534247";"100";"6.84545454545454";"5.23465703971119";"1.26353790613718"
"Thorbecke Merkelbackstr";"ROTTERDAM";"Openbaar";224;"100";"0";"0";"82.6923076923077";"6.35";"-";"-";"-";"-";"5.14018691588785";"1.4018691588785"
"Thorbecke Prinsenlaan";"ROTTERDAM";"Openbaar";370;"0";"72.972972972973";"27.027027027027";"-";"-";"67.6190476190476";"6.20380952380952";"86.6666666666667";"6.57";"8.42607313195549";"0.317965023847377"
"Thorbecke vmbo mavo";"ROTTERDAM";"Openbaar";174;"100";"0";"0";"94.1176470588235";"6.46941176470588";"-";"-";"-";"-";"3.02197802197802";"1.0989010989011"
"Vakcollege de Hef";"ROTTERDAM";"Openbaar";210;"100";"0";"0";"88.695652173913";"6.45826086956522";"-";"-";"-";"-";"14.4128113879004";"1.60142348754448"
"Wolfert College";"ROTTERDAM";"Openbaar";472;"60.8050847457627";"28.6016949152542";"10.5932203389831";"96.875";"6.45729166666667";"-";"-";"-";"-";"7.45233968804159";"7.79896013864818"
"Wolfert Dalton ";"ROTTERDAM";"Openbaar";501;"24.9500998003992";"40.7185628742515";"34.3313373253493";"97.6190476190476";"6.63095238095238";"81.1764705882353";"6.44352941176471";"86.9565217391304";"6.77391304347826";"7.79944289693593";"2.92479108635097"
"Wolfert havo/vwo";"ROTTERDAM";"Openbaar";1169;"0";"36.869118905047";"63.130881094953";"-";"-";"85.6060606060606";"6.47651515151515";"93.2773109243697";"6.74621848739496";"11.4443567482242";"0.710339384372534"
"Zuiderpark College";"ROTTERDAM";"Samenwerking PC, RK, Alg. Bijz";299;"100";"0";"0";"93.7888198757764";"6.58509316770186";"-";"-";"-";"-";"11.7291414752116";"0.60459492140266"
"Lentiz VMBO Life College";"SCHIEDAM";"Samenwerking PC, RK";364;"100";"0";"0";"98.1132075471698";"6.75786163522013";"-";"-";"-";"-";"1.05740181268882";"1.20845921450151"
"Lyceum Schravenlant";"SCHIEDAM";"Openbaar";586;"0";"69.9658703071672";"30.0341296928328";"-";"-";"82.8282828282828";"6.37979797979798";"95.8333333333333";"6.6875";"10.641627543036";"0.938967136150235"
"Mavo Schravenlant XL";"SCHIEDAM";"Openbaar";266;"100";"0";"0";"93.6507936507936";"6.33333333333333";"-";"-";"-";"-";"8.14393939393939";"2.65151515151515"
"SGM Spieringshoek";"SCHIEDAM";"Rooms-Katholiek";1125;"0";"65.3333333333333";"34.6666666666667";"-";"-";"86.7403314917127";"6.55801104972376";"89.8876404494382";"6.69101123595506";"7.82159017453135";"0.323206205559147"
"Stedelijk";"SCHIEDAM";"Openbaar";584;"0";"0";"100";"-";"-";"-";"-";"88.4615384615385";"6.61538461538461";"6.86767169179229";"0"
"De Mavo Vos";"VLAARDINGEN";"Openbaar";255;"100";"0";"0";"79.5275590551181";"6.21417322834646";"-";"-";"-";"-";"7.37327188940092";"7.6036866359447"
"Het College Vos ";"VLAARDINGEN";"Openbaar";217;"100";"0";"0";"93.4426229508197";"6.58524590163934";"-";"-";"-";"-";"4.82573726541555";"2.68096514745308"
"Het Lyceum Vos";"VLAARDINGEN";"Openbaar";274;"0";"64.2335766423358";"35.7664233576642";"-";"-";"85.5670103092783";"6.50103092783505";"76.1904761904762";"6.69523809523809";"28.2477341389728";"2.7190332326284"
"Lentiz - Geuzencollege";"VLAARDINGEN";"Samenwerking PC, RK";456;"100";"0";"0";"97.3451327433628";"6.6575221238938";"-";"-";"-";"-";"4.07701019252548";"1.13250283125708"
"Lentiz - Groen van Prinstererlyceum";"VLAARDINGEN";"Interconfessioneel";919;"24.3743199129489";"40.1523394994559";"35.4733405875952";"85.5263157894737";"6.425";"89.9082568807339";"6.51009174311927";"86.9565217391304";"6.39347826086957";"9.23379174852652";"2.35756385068762"
"St.- Jozefmavo";"VLAARDINGEN";"Rooms-Katholiek";841;"100";"0";"0";"95.7943925233645";"6.56495327102804";"-";"-";"-";"-";"5.26932084309133";"3.74707259953162"
"Comenius College Nieuwerkerk";"ZUIDPLAS";"Protestants-Christelijk";244;"39.7540983606557";"48.7704918032787";"11.4754098360656";"98.5507246376812";"6.40434782608696";"-";"-";"-";"-";"5.42452830188679";"15.8018867924528"
"Thorbecke VO";"ZUIDPLAS";"Openbaar";235;"88.936170212766";"11.063829787234";"0";"86.5853658536585";"6.4";"-";"-";"-";"-";"6.63265306122449";"11.2244897959184"
