"VESTIGINGSNAAM";"GEMEENTENAAM";"DENOMINATIE";"totaal.leerlingen";"percentage.vmbo";"percentage.havo";"percentage.vwo";"geslaagd.vmbo";"cijfer.vmbo";"geslaagd.havo";"cijfer.havo";"geslaagd.vwo";"cijfer.vwo";"percentage.zittenblijvers";"percentage.opstromers"
"AOC Terra";"MEPPEL";"Algemeen bijzonder";398;"100";"0";"0";"94.2857142857143";"6.53214285714286";"-";"-";"-";"-";"3.84615384615385";"0.29585798816568"
"Chr SGM Dingstede";"MEPPEL";"Protestants-Christelijk";1047;"20.8213944603629";"46.8003820439351";"32.378223495702";"98.5507246376812";"6.53333333333333";"92.0792079207921";"6.59108910891089";"90.2439024390244";"6.7890243902439";"9.42947702060222";"1.90174326465927"
"Greijdanus College";"MEPPEL";"Gereformeerd";339;"59.882005899705";"32.4483775811209";"7.66961651917404";"100";"6.63913043478261";"97.0588235294118";"6.53235294117647";"-";"-";"1.875";"1.25"
"Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo";"MEPPEL";"Openbaar";51;"82.3529411764706";"17.6470588235294";"0";"90.9090909090909";"6.68181818181818";"-";"-";"-";"-";"16.4383561643836";"4.10958904109589"
"RSG Stad en Esch";"MEPPEL";"Openbaar";1355;"21.6236162361624";"37.6383763837638";"40.7380073800738";"94.2307692307692";"6.51153846153846";"76.3440860215054";"6.37849462365591";"89.1566265060241";"6.66144578313253";"5.61106840891622";"1.46041506533436"
"RSG Stad en Esch, Beroepencoll";"MEPPEL";"Openbaar";246;"100";"0";"0";"95.5882352941177";"6.51102941176471";"-";"-";"-";"-";"4.97237569060773";"3.31491712707182"
"AOC Groenhorst";"NIJKERK";"Samenwerking PC, RK";177;"100";"0";"0";"100";"6.94133333333333";"-";"-";"-";"-";"1.40845070422535";"1.69014084507042"
"Corlaer College, loc. Ds. Kuypersstraat ";"NIJKERK";"Protestants-Christelijk";575;"100";"0";"0";"94.6428571428571";"6.49178571428571";"-";"-";"-";"-";"5.30376084860174";"3.95371263259402"
"Corlaer College, loc. Henri Nouwenstraat";"NIJKERK";"Protestants-Christelijk";644;"0";"68.6335403726708";"31.3664596273292";"-";"-";"90.3846153846154";"6.59423076923077";"100";"6.99846153846154";"5.32128514056225";"0.100401606425703"
"Van Lodensteincollege";"NIJKERK";"Reformatorisch";705;"100";"0";"0";"96.1764705882353";"6.65352941176471";"-";"-";"-";"-";"2.6536312849162";"0.558659217877095"
"AOC Groenhorst";"NOORDOOSTPOLDER";"Samenwerking PC, RK";174;"100";"0";"0";"97.0588235294118";"6.82745098039216";"-";"-";"-";"-";"1.48883374689826";"3.47394540942928"
"Emelwerda College";"NOORDOOSTPOLDER";"Protestants-Christelijk";823;"0";"73.5115431348724";"26.4884568651276";"-";"-";"80.1724137931034";"6.38448275862069";"91.25";"6.73125";"7.01754385964912";"0.738688827331487"
"Emelwerda College, De Es";"NOORDOOSTPOLDER";"Protestants-Christelijk";127;"100";"0";"0";"93.5483870967742";"6.66774193548387";"-";"-";"-";"-";"3.40136054421769";"3.74149659863946"
"Emelwerda College, De Wilg";"NOORDOOSTPOLDER";"Protestants-Christelijk";170;"95.8823529411765";"4.11764705882353";"0";"83.5820895522388";"6.36417910447761";"-";"-";"-";"-";"2.89017341040462";"7.51445086705202"
"St Bonifatius Mavo";"NOORDOOSTPOLDER";"Rooms-Katholiek";401;"100";"0";"0";"94.8529411764706";"6.47941176470588";"-";"-";"-";"-";"3.74753451676529";"4.93096646942801"
"Zuyderzee College";"NOORDOOSTPOLDER";"Openbaar";561;"14.4385026737968";"52.7629233511586";"32.7985739750446";"88.4615384615385";"6.32692307692308";"81.0606060606061";"6.48181818181818";"96.2962962962963";"6.81296296296296";"12.589928057554";"3.77697841726619"
"Zuyderzee College, Vakcollege";"NOORDOOSTPOLDER";"Openbaar";49;"100";"0";"0";"96.6666666666667";"6.68";"-";"-";"-";"-";"6";"2"
"Nuborgh College Veluvine";"NUNSPEET";"Protestants-Christelijk";173;"72.2543352601156";"21.9653179190751";"5.78034682080925";"97.5903614457831";"6.85060240963855";"-";"-";"-";"-";"1.52505446623094";"3.48583877995643"
"Agnieten College Wezep";"OLDEBROEK";"Protestants-Christelijk";81;"100";"0";"0";"100";"6.74117647058824";"-";"-";"-";"-";"2.3489932885906";"5.70469798657718"
"De Capellenborg";"OLST-WIJHE";"Openbaar";165;"50.9090909090909";"45.4545454545455";"3.63636363636364";"94.3396226415094";"6.44150943396227";"90.4761904761905";"6.59047619047619";"-";"-";"6.58227848101266";"1.77215189873418"
"Vechtdal College";"OMMEN";"Samenwerking PC, RK";916;"42.4672489082969";"40.0655021834061";"17.4672489082969";"94.5273631840796";"6.59950248756219";"87.8787878787879";"6.40606060606061";"82.9268292682927";"6.4390243902439";"4.91913746630728";"4.5822102425876"
"Chr. College Groevenbeek";"PUTTEN";"Protestants-Christelijk";216;"100";"0";"0";"100";"6.86916666666667";"-";"-";"-";"-";"1.85614849187935";"3.7122969837587"
"Carmel College Salland, loc. Florens Radewijnsstraat";"RAALTE";"Rooms-Katholiek";622;"100";"0";"0";"90.4320987654321";"6.47623456790123";"-";"-";"-";"-";"3.73913043478261";"2.17391304347826"
"Carmel College Salland, loc. Hofstedelaan";"RAALTE";"Rooms-Katholiek";1166;"0";"51.2864493996569";"48.7135506003431";"-";"-";"86.231884057971";"6.49057971014493";"93.4579439252336";"6.58785046728972";"6.35340833884844";"3.77233620119126"
"Chr SGM Reggesteyn";"RIJSSEN-HOLTEN";"Protestants-Christelijk";1059;"80.1699716713881";"12.0868744098206";"7.74315391879131";"98.0392156862745";"6.59882352941176";"-";"-";"-";"-";"3.01724137931034";"0.862068965517241"
"Jacobus Fruijtier SGM";"RIJSSEN-HOLTEN";"Reformatorisch";339;"29.2035398230088";"70.7964601769911";"0";"100";"6.67941176470588";"97.6190476190476";"6.85238095238095";"-";"-";"1.71526586620926";"4.80274442538593"
"Pius X College";"RIJSSEN-HOLTEN";"Rooms-Katholiek";228;"65.7894736842105";"34.2105263157895";"0";"94.1176470588235";"6.70941176470588";"-";"-";"-";"-";"3.2051282051282";"8.54700854700855"
"SGM De Waerdenborch";"RIJSSEN-HOLTEN";"Openbaar";1184;"43.4121621621622";"27.027027027027";"29.5608108108108";"97.5510204081633";"6.55510204081633";"88.9763779527559";"6.55669291338583";"93.6507936507936";"6.58888888888889";"6.19857377948437";"1.8102029621503"
"CSG Eekeringe";"STEENWIJKERLAND";"Samenwerking PC, RK";261;"100";"0";"0";"96.4285714285714";"6.51142857142857";"-";"-";"-";"-";"3.81818181818182";"6.36363636363636"
"Regionale Scholengemeenschap Tromp Meesters voor Lyc Havo Mavo Vbo Lwoo";"STEENWIJKERLAND";"Openbaar";69;"100";"0";"0";"100";"6.66666666666667";"-";"-";"-";"-";"28.9473684210526";"6.57894736842105"
"RSG Tromp Meesters";"STEENWIJKERLAND";"Openbaar";904;"14.3805309734513";"46.570796460177";"39.0486725663717";"84.6153846153846";"6.42179487179487";"77.4436090225564";"6.43233082706767";"86.7924528301887";"6.51320754716981";"7.45789895749799";"5.21251002405774"
"RSG Tromp Meesters vmbo";"STEENWIJKERLAND";"Openbaar";51;"100";"0";"0";"96.2962962962963";"6.53703703703704";"-";"-";"-";"-";"2.32558139534884";"1.55038759689922"
"Berechja College";"URK";"Protestants-Christelijk";226;"100";"0";"0";"95.4545454545455";"6.55727272727273";"-";"-";"-";"-";"1.44230769230769";"4.56730769230769"
"SGM Pieter Zandt";"URK";"Reformatorisch";124;"100";"0";"0";"98.5074626865672";"6.64925373134328";"-";"-";"-";"-";"1.15606936416185";"2.11946050096339"
"Veluws College Twello";"VOORST";"Rooms-Katholiek";316;"79.1139240506329";"15.1898734177215";"5.69620253164557";"93.8775510204082";"6.53877551020408";"-";"-";"-";"-";"3.90625";"9.63541666666667"
"Zone.college vmbo Twello";"VOORST";"Overige";429;"100";"0";"0";"98.0099502487562";"6.83582089552239";"-";"-";"-";"-";"-";"-"
"Reg Sgm 't Slingerbos";"ZEEWOLDE";"Openbaar";153;"100";"0";"0";"97.4025974025974";"6.58051948051948";"-";"-";"-";"-";"2.56849315068493";"5.30821917808219"
"Baudartius College";"ZUTPHEN";"Samenwerking Opb., PC";891;"25.4769921436588";"32.5476992143659";"41.9753086419753";"91.9117647058823";"6.49632352941176";"90.9090909090909";"6.5";"90";"6.83";"3.93982808022923";"1.43266475644699"
"Het Stedelijk, Isendoornstraat";"ZUTPHEN";"Samenwerking Opb., PC";664;"11.5963855421687";"29.3674698795181";"59.0361445783133";"96.2962962962963";"6.57407407407407";"96.4285714285714";"6.89285714285714";"85.7142857142857";"6.81428571428571";"3.65853658536585";"5.64024390243902"
"Het Stedelijk, Weerdslag";"ZUTPHEN";"Openbaar";36;"100";"0";"0";"92.8571428571429";"6.47142857142857";"-";"-";"-";"-";"0";"21.9512195121951"
"Het Stedelijk, Wijnhofstraat";"ZUTPHEN";"Samenwerking Opb., PC";274;"100";"0";"0";"96.1165048543689";"6.60097087378641";"-";"-";"-";"-";"1.93370165745856";"3.86740331491713"
"Isendoorn College";"ZUTPHEN";"Rooms-Katholiek";1150;"15.7391304347826";"35.7391304347826";"48.5217391304348";"100";"6.60526315789474";"87.6623376623377";"6.5";"91.0714285714286";"6.65267857142857";"5.23415977961433";"3.30578512396694"
"Vrije School Zutphen";"ZUTPHEN";"Antroposofisch";788;"23.7309644670051";"39.8477157360406";"36.4213197969543";"91.6666666666667";"6.68611111111111";"97.4683544303797";"6.80886075949367";"83.6363636363636";"6.61636363636364";"11.2929623567921";"13.7479541734861"
"Agnieten College Zwartsluis";"ZWARTEWATERLAND";"Protestants-Christelijk";366;"91.8032786885246";"8.19672131147541";"0";"96.9230769230769";"6.71615384615385";"-";"-";"-";"-";"3.94736842105263";"2.48538011695906"
"Agnieten College";"ZWOLLE";"Protestants-Christelijk";1215;"15.0617283950617";"34.7325102880658";"50.2057613168724";"95.4545454545455";"6.65227272727273";"90";"6.81846153846154";"94.2857142857143";"6.93904761904762";"5.82043343653251";"3.15789473684211"
"Agnieten College locatie Talentstad";"ZWOLLE";"Protestants-Christelijk";346;"100";"0";"0";"95.7142857142857";"6.61761904761905";"-";"-";"-";"-";"2.35109717868339";"3.91849529780564"
"Agnieten College Meander";"ZWOLLE";"Protestants-Christelijk";1025;"26.3414634146341";"40.4878048780488";"33.1707317073171";"94.3181818181818";"6.64090909090909";"93.984962406015";"6.60526315789474";"96";"6.886";"2.95652173913043";"2.26086956521739"
"Centre for Sports & Education";"ZWOLLE";"Samenwerking PC, RK";405;"27.9012345679012";"44.1975308641975";"27.9012345679012";"100";"6.63571428571429";"100";"6.58333333333333";"100";"6.65";"9.6958174904943";"2.85171102661597"
"Greijdanus College";"ZWOLLE";"Gereformeerd";1386;"43.2178932178932";"34.9206349206349";"21.8614718614719";"97.7011494252874";"6.73103448275862";"95.625";"6.73875";"95.5555555555556";"6.79222222222222";"2.07505518763797";"3.57615894039735"
"Gymnasium Celeanum";"ZWOLLE";"Openbaar";463;"0";"0";"100";"-";"-";"-";"-";"93.8775510204082";"6.75408163265306";"8.73983739837398";"0"
"JenaXL ";"ZWOLLE";"Samenwerking PC, RK";217;"40.5529953917051";"32.7188940092166";"26.7281105990783";"95.4545454545455";"6.51818181818182";"100";"6.4375";"100";"6.76";"6.33802816901408";"2.46478873239437"
"ROCV Landstede vestiging Thomas a Kempis college";"ZWOLLE";"Samenwerking PC, RK";266;"67.2932330827068";"32.7067669172932";"0";"98.6842105263158";"6.67894736842105";"-";"-";"-";"-";"-";"-"
"Thomas a Kempis College";"ZWOLLE";"Samenwerking PC, RK";560;"1.96428571428571";"45.3571428571429";"52.6785714285714";"-";"-";"93.2203389830508";"6.48983050847458";"93.5483870967742";"6.53870967741936";"6.91676436107855";"2.93083235638921"
"Thorbecke SGM";"ZWOLLE";"Openbaar";1278;"23.0046948356808";"36.0719874804382";"40.9233176838811";"97.0149253731343";"6.52985074626866";"92.4812030075188";"6.47518796992481";"96.3414634146341";"6.61707317073171";"4.96760259179266";"4.58963282937365"
"Thorbecke vmbo-pro";"ZWOLLE";"Openbaar";403;"100";"0";"0";"96.3350785340314";"6.64973821989529";"-";"-";"-";"-";"1.77111716621253";"4.22343324250681"
"Van Der Capellen";"ZWOLLE";"Openbaar";1064;"27.2556390977444";"39.3796992481203";"33.3646616541353";"92.5373134328358";"6.41641791044776";"88.5057471264368";"6.58965517241379";"92.5";"6.65";"9.27743086529884";"1.87332738626227"
"Zone.college vmbo Zwolle";"ZWOLLE";"Overige";281;"100";"0";"0";"95.7746478873239";"6.73661971830986";"-";"-";"-";"-";"-";"-"
